title_ch,title_eng,body,hsk_level,link 
微信语音诈骗,The WeChat voice message scam,最近，有人报警说自己被骗钱了。“朋友”在微信上借钱，他让“朋友”发一段语音过来核实是不是朋友本人，听到语音和本人说话的声音一样，就把钱打过去了。结果自己还是被骗了，原来朋友的微信已经被盗了。 但是为什么声音会一模一样呢？原来这种诈骗一般都是盗用别人的微信，语音内容也是提前录制好的。在使用某些应用时，可能需要录制“是我是我”等语音信息，这个时候这些信息就被骗子利用了。 大家一定要提高警惕，防止被骗。,6,https://mandarinbean.com/the-wechat-voice-message-scam/
外卖员的温暖,The warmth of a delivery man,住在成都的一个女孩半夜突然发高烧，就在手机上点外卖，请外卖员帮忙买退烧药。收到订单的外卖员马上开始找药店买药，但是附近的药店都已经关门了，外卖员直接把女孩送去了医院，并且一直在女孩身边陪伴。女孩看完病之后，外卖员又把她送回了家。大家都称赞这个外卖员，他说这只是举手之劳罢了。,5,https://mandarinbean.com/the-warmth-of-a-delivery-man/
不会长胖的10种食物,10 food that won’t gain weight,美食总是充满诱惑，但是随便吃又担心长胖。虽然世界上没有零热量的食物，但是总有一些让你放心吃不长胖的食物。我们来看看吧！ 1.芹菜 吃新鲜芹菜可以获得大量的抗氧化物。每份芹菜的热量只有6卡路里。 2.羽衣甘蓝 羽衣甘蓝的卡路里不高，一杯生羽衣甘蓝只有大约33卡路里，但每份里面含有近3克蛋白质和2.5克纤维。 3.蓝莓 蓝莓所含的抗氧化物是水果中最多的。一杯蓝莓果酱，能补充你一天所需纤维的0.14，而它的热量大约为85卡路里。 4.黄瓜 黄瓜的成分几乎都是水，每份只有16卡路里。黄瓜皮和种子贮存了黄瓜大多数的营养价值，所以吃黄瓜最好还是不要削皮。 5.西红柿 西红柿以富含番茄红素著称。除了富含营养，一颗中等大小的西红柿大约只有25卡路里。 6.葡萄柚 研究表明饮食中加入葡萄柚能帮助减肥，因此常被认为是节食食物，这是因为它富含纤维，能消除饥饿，平衡血糖，延长饱腹感。半个葡萄柚只有50卡路里。 7.西兰花 西兰花生吃或者白水蒸熟最有营养。一份蒸熟的西兰花能提供人每日所需的大约0.2的纤维，而热量只有31卡路里。 8.哈密瓜 一杯哈密瓜能提供给你钾元素，以及人一天所需的全部维生素A和维生素C。此外，由于哈密瓜水分多达0.9，一份哈密瓜的热量仅为55卡路里。 9.花菜 虽然，白色的花菜可能会让人觉得它很普通，但是花菜确实是一种富含多种营养物质的蔬菜。一份花菜的热量约有25卡路里。 10.黑莓 黑莓有多种健康益处。如同其他的莓类，黑莓富含维生素C以及抗氧化剂。一份黑莓的热量约有62卡路里。,6,https://mandarinbean.com/10-food-that-wont-gain-weight/
开放式办公,Working in open office space,现在在中国，越来越多的中小企业放弃传统办公室，选择开放式办公空间。但是在开放式办公室工作真的能增加交流和合作吗？ 科学家对这个问题进行了研究，结果表明，这种现代办公室可能并没有你想的那么好。在研究实验中，职员面对面的社交互动减少了70%多，发送电子邮件的数量却增加了大约20%到50%。 所以，其实在每个人都可以看见自己的空间里工作，人们并没有花更多时间去交流和合作，而是试图用各种方法保护自己的隐私。也可能对职员的心理造成负面影响，降低职员满意度、注意力水平和职场私密感。 但是公司现在还是更喜欢这种开放式的办公方式，毕竟可以省很多钱。,5,https://mandarinbean.com/working-in-open-office-space/
内蒙古旅游小贴士,Inner Mongolia Travel Tips,夏季是去草原旅游的好季节，所以中国的内蒙古这些天也进入了旅游高峰期。这里是一些关于去草原旅游的小贴士，希望对大家有帮助。 1.注意保暖 草原早晚温差比较大，日夜温差在10度左右，注意根据天气变化增减衣物，出行请关注当地气温变化，注意保暖。 2.证件 草原森林春、秋季是防火期，自驾车去林区活动出发前需要办理防火证。 3.尊重当地习俗 内蒙古是蒙古族的聚居区，，应该理解当地文化的差异，保护草原的地理环境，避免不必要的冲突。 4.服装 登山、骑马等活动最方便的是旅游鞋。尽量不要穿高跟鞋。 5.保护皮肤 内蒙古的紫外线很强，很容易晒伤皮肤，需要准备好防晒用品，比如防晒霜、墨镜、太阳伞等。草原地区气候干燥，也要注意补水。 6.安全 在草原上不要跑得太远。草原的大容易让人迷失方向，最好带上指南针。避免单独出行。 7.饮食 内蒙古菜属于东北菜系，味道比较重，所以要多喝水，多吃水果。 8.保护环境 不要乱扔垃圾，自己带垃圾袋。在指定范围内活动，不能破坏草场环境，进入牧民私有草场。,6,https://mandarinbean.com/inner-mongolia-travel-tips/
中国人的休闲时间越来越少,Chinese people`s leisure time is getting less and less,最近有报告显示，2017年中国人每天平均休闲时间不到欧美国家一半。 这个报告是关于“中国经济生活大调查”。除了工作和睡觉，2017年中国人每天平均休闲时间是2.27小时，比三年前(2.55小时)减少了。相比而言，美国、德国、英国等国家人民每天平均休闲时间约为5小时，是中国人的两倍以上。 此外，大城市居民每天休闲时间更少，深圳、广州、上海、北京居民每天休闲时间分别是1.94、2.04、2.14和2.25小时。 除了休闲时间不充分之外，由于带薪休假制度还没有落实，中国居民休闲时间也不均衡、不自由。 2011年至2015年以来，居民生活质量逐年提升，但是国民收入提升的同时，工作时间的相应延长压缩了休闲时间。,5,https://mandarinbean.com/chinese-peoples-leisure-time-is-getting-less-and-less/
健康杀手,Health killers,我们的生活中有很多危害健康的因素，这些健康杀手就在你我的身边。 1.吸烟 吸烟有危害，不仅危害人体健康，还会对社会产生不良的影响。经常吸烟的人，吸入的不是新鲜空气，而是被烟雾污染的有毒气体。 2.孤独 现在社交媒体的增长让大家的生活越来越孤独，但是孤独或许是致命的。孤独的危害相当于每天抽15根烟。 3.久坐 一项研究发现，不论一天中是否锻炼，静坐的时间每增加两个小时，就会增加各种患癌风险。 4.失眠 失眠现在已经是公共健康问题了。睡眠不足会提高中风和心脏病发作的风险。失眠的危害相当于经常抽烟。 5.美黑 室内美黑导致的皮肤癌比吸烟导致肺癌的病例更多。 6.饮食 饮食不良的危害和吸烟差不多。饮食不良的致死率比吸毒、吸烟等致死率更高。,6,https://mandarinbean.com/health-killers/
网络与手机,Internet and cellphone,我最近情绪不太好。女儿自从结婚以来，就很少回来看我们了。我们之间的距离越来越大。虽说她每天要么和我们打视频电话，要么给我们短信，但是却少了很多面对面的交流。现在的技术很先进，我却更想念那些温馨的家庭气氛，而不是冷冰冰的手机和电脑。我决定每个星期和所有家人一起聚一聚，忽略手机和电脑，珍惜我们在一起的时光。,5,https://mandarinbean.com/internet-and-cellphone/
冻卵旅游,Freezing Egg Tour,单身人群在世界各地越来越多，中国也不例外。 越来越多中国女性认为，冻卵是“世上唯一的后悔药”，让她们延迟生育计划、事业家庭兼得。也有一些女性认为，生理时钟不停转动，完成冻卵令她们安心。最起码，她们为自己做了一点事情、保留一点希望。 追求自由生活、发展事业、找不到合适伴侣等等，都是中国女性决定进行冻卵手术的原因。 因为中国大陆禁止单身女性冻卵，一些有条件的女性选择去海外进行手术，冷冻及保存卵子，延长自己的生育年龄。除了美国之外，台湾、香港也是热门地区。,6,https://mandarinbean.com/freezing-egg-tour/
星巴克的发展,The Development of Starbucks,近日，星巴克宣布将在2019年关闭美国市场的150家直营店，这是星巴克往年每年直营店关店数量的三倍。因为星巴克2018年第三季度全球环比销售仅增长0.01，这是9年来表现最差的一次。 虽然星巴克在美国本土的销售情况不理想，海外市场却发展得越来越好。目前星巴克计划未来五年在中国要实现两倍以上的收入，并在2022年前，实现每15个小时在中国开设一家新店的计划。,5,https://mandarinbean.com/the-development-of-starbucks/
直觉思维和分析思维,Intuitive thinking and analytical thinking,,6,https://mandarinbean.com/intuitive-thinking-and-analytical-thinking/
美梦成真,Dreams come true,最近，内蒙古的一个女司机在开车的时候拍了一个视频，然后上传到网上。在视频里，她说“我醉驾，也没有驾驶证，快来抓我啊！”最后被警察抓到了，调查后发现，她确实是无证驾驶，将被拘留12天。网友都说：恭喜美梦成真！,5,https://mandarinbean.com/dreams-come-true/
时尚,Fashion,A：我喜欢这个发型,5,https://mandarinbean.com/fashion-story/
有害垃圾的处理,The Disposal of Harmful Waste,根据2016年的数据，中国大中城市生活垃圾为18850.5万吨，医疗废物约为72.1万吨。据此估算，当年有害生活垃圾约为180多万吨，约为同年医疗废物量的2.6倍。有害生活垃圾数量大，但中国对其收集、处置还处于起步阶段。 有害垃圾，主要分为行业源和家庭源危险废物。其中家庭源危险废物主要包括废药品及其包装物，废杀虫剂和消毒剂及其包装物，废矿物油及其包装物，废胶片，废灯管、废温度计、废血压计、废电池以及电子类危险废物等。 针对医疗废弃物、工业危险废物，中国已经建立起了较为严格的回收处置制度，但公众对于废电池、废温度计、废杀虫剂等日常生活中产生的有害垃圾危害性却认识不足，部分有害垃圾流向不明。 专家建议应该加强基础工作，比如： 首先，加强针对有害垃圾的制度设计。 其次，完善城市基础设施建设规划，保障有害垃圾回收处理和其他人员、资金等的需求。 第三，制定优先管理和收集废物品类，加大有害垃圾处理技术的研发和设施建设。 第四，加强有害垃圾分类的宣传工作，开展人员培训，对相关管理提供支持。,6,https://mandarinbean.com/the-disposal-of-harmful-waste/
最“努力”的小偷,The most “hard-working” thief,最近在中国，警察抓到了一个小偷，在他的住处警察发现了8本关于盗窃的笔记，都是这个小偷自己写的。上面不但有他的计划：打工存钱—学开锁—买工具—研究如何盗窃，还说“被抓是因为不够专业”。根据这些“经验”，警察发现他至少还盗窃了50多次。,5,https://mandarinbean.com/the-most-hard-working-thief/
爱的延续,Continuation of love,最近在中国的一个医院里，一名脑死亡的病人捐献肝脏、胰腺和两个眼角膜，她的这次捐献将为4个人带来希望。而这位捐献者在四年前，因为尿毒症，接受器官捐献的肾脏移植。现在，她选择了延续这份爱，把希望带给更多的人。这也是中国首例器官捐献受益者去世后的器官捐献。,6,https://mandarinbean.com/continuation-of-love/
买50斤番茄谢谢你,Buy 50 jin of tomato to thank you,最近，河南省有一个卖菜的老人捡到一个钱包，里面有5000元现金。她很着急地寻找钱包的主人。找到失主以后，为了表示感谢，失主要给老人500元现金，但是被她拒绝了。于是，失主买下了她50斤番茄表达他的感谢。,5,https://mandarinbean.com/buy-50-jin-of-tomato-to-thank-you/
复旦大学精子库招募志愿者,Fudan University sperm bank recruit volunteers,近日，复旦大学人类精子库正式对外试运营，这也是上海的第二家人类精子库。同时这个精子库也面向社会公开招募首批精子库志愿者。志愿者的条件必须满足以下的要求，比如，成年男性，未来至少一年在上海居住，无家族遗传病、传染病，身体健康，无明显脱发，身高165厘米以上，无明显超重，未参加过其他精子库捐献等。完成全部捐献流程共10次后，志愿者可以获得5000元以上的补助。,6,https://mandarinbean.com/fudan-university-sperm-bank-recruit-volunteers/
登记结婚时打架,Fighting when registering for marriage,最近，广西的一对情侣一起去当地民政局，打算登记结婚。但是，领结婚证时，女方突然说“再考虑一下”，男方对这个态度很不满意，两个人就打起来了。下午，两个人又出现在民政局，正式登记结婚了。网友们对这件事表示不能理解，认为女方结婚以后可能会有大麻烦。,5,https://mandarinbean.com/fighting-when-registering-for-marriage/
危险的高跟鞋,Dangerous High Heels,2017年美国女性高跟鞋的销售额减少了0.11，可能是因为越来越多的女性开始抛弃高跟鞋。 高跟鞋不仅不舒服，还有害健康。常穿高跟鞋会造成骨折、关节炎等疾病。希望大家爱美的同时也要多注意身体健康！,6,https://mandarinbean.com/dangerous-high-heels/
比尔·盖茨的育儿法：爱和逻辑,Bill Gates raising his children according to‘Love and Logic’ formula,比尔·盖茨应该是世界上最成功的人之一了，拥有成功人生的他是如何培养和教育自己的下一代的呢？盖茨说他的教育方法是“爱和逻辑”，也就是控制父母的情绪反应，多赞美孩子本身而不是依靠物质奖励，引导孩子自己去解决问题。 盖茨夫妇有三个子女，目前分别为15岁、18岁和22岁。他们夫妇二人对孩子的教育问题非常慎重。 爱和逻辑”教育模式的核心理念是情绪控制，即最大程度地减少情绪反应，如大喊大叫、训斥孩子。盖茨也承认，他和妻子在实践这种教育法时做得并不完美。 除了控制父母的激烈情绪外，爱和逻辑教育模式还强调不要依赖物质奖励。相反，父母应该表达无条件的爱，应该赞美孩子本身，而非他们的成就或失败（例如考试分数）。 盖茨曾经在TED上说：“我们希望取得平衡，让孩子们能够自由自在地做任何事情，而不是给予他们大量金钱，让他们无所事事。”,5,https://mandarinbean.com/bill-gates-raising-his-children-according-tolove-and-logic-formula/
卫生间烘手器的真相,The Gross Truth About Bathroom Hand Dryers,如果你有洁癖，而且平时需要使用公共卫生间，可能这篇文章你根本读不下去。因为事实是，虽然卫生间的烘手器比纸巾更环保，但它同时也会喷出污物。 你或许不知道，在冲厕所时，如果没盖马桶盖，那么会有少量排泄物和细菌被冲到15英尺（约合4.5米）的高空。 这还不够恶心，如今一项新研究发现，这些从马桶冲到空中的排泄物和细菌会被温暖的烘手器吸收，然后再直直地吹向你刚刚洗过的双手。 研究人员得出结论称“烘手器会将多种细菌吹到人们手上，包括潜在的病原体和芽孢。”“卫生间里有很多细菌。” 不过，普通人也无需过于担心。尽管老年人等免疫系统薄弱的人应该避免使用烘手器，其他人基本上不会有大碍。 此外，虽然烘手器会喷出大量细菌，但这些细菌也未必对身体有害。毕竟，真菌、细菌和其他微生物几乎无处不在，而其中绝大部分都不会致病。 另外，接触细菌有助于增强免疫系统，让自己健康长寿。 虽然曾有研究表明，卫生间烘手器可能会传播疾病，但这种状况的发生概率并不因身处卫生间而大幅升高。 无论你做什么，都要记住：无论烘干或擦干，你的手上总会沾上一些细菌。这就是全部事实。,6,https://mandarinbean.com/the-gross-truth-about-bathroom-hand-dryers/
多吃水果有助怀孕,High fruit diet could help women conceive,吃水果不仅对健康有好处，而且还能让皮肤变好，尽管如此，总有人不爱吃水果。最近有研究发现，如果你想顺利怀孕，最好多吃水果，哪怕你并不爱吃。同样地，想怀孕的女性即使喜欢吃快餐，也要远离，因为多吃快餐会增加不孕风险。 相比那些在怀孕前一个月每天吃三次以上水果的女性，每个月只吃一到三次水果甚至不吃水果的女性要多花半个月的时间才能成功受孕。 同样地，相比那些从不或很少吃快餐的女性，每周吃四次以上快餐的女性要多花近一个月的时间才能成功受孕。她们不孕的风险也会成倍增加，从8%提高到16%。 这些研究发现显示，包括水果在内的高质量饮食和尽量少吃快餐能改善生育能力，减少受孕所需的时间。,5,https://mandarinbean.com/high-fruit-diet-could-help-women-conceive/
网上离婚,Get a divorce online,为减轻分手压力，缩短办理离婚手续时间，节省费用，英国开始推行网上离婚，只要点击几下鼠标就可以结束婚姻。 英国司法部对试运行的网上离婚系统很满意，并于本月在全国推广使用。这是该部门推行的10亿英镑（约86亿元人民币）现代化项目的最新举措，英格兰和威尔士地区要分手的夫妻可以在网上完成离婚申请，不用去法院。 数据表格使用了简化语言，人们在家中就可以付费和上传证据。该系统在试运行期处理了1000多起离婚申请，其中0.91的申请者对处理结果满意。准备离异的夫妇花费550英镑（约4750元人民币）就可以在网上申请离婚并上传正式文件。 离异是人们走过的一段困难而痛苦的时光。允许人们通过网络提交离婚申请将有助于确保我们尽可能支持他们。更多人选择在网上系统申请而非递交纸质文件也可以减少浪费，加速这一可安全迅速执行的服务，更好地适应现代生活。 法庭现代化的加速也引发了一些法律界人士的不安，他们担心资助这一计划会使相关工作岗位减少。,5,https://mandarinbean.com/get-a-divorce-online/
8个人们对糖的误解,8 myths about sugar that you need to stop believing,在过去很长的一段时间里，人们都认为吃糖是引起肥胖、多动、糖尿病、心脑血管疾病等的万恶之源，这使很多人爱吃糖又不敢吃，或者选择添加人工甜味剂的无糖饮料。事实上，糖并不像你想的那么有害。 尽管吃糖太多和肥胖以及一系列心脏和肝脏疾病直接相关，但关于糖还是有很多讹传，往往使得适量吃糖听上去比实际上更糟。 来看看下面这些关于糖的真相，帮你破除对糖的常见误解。 误解1：有些糖比其他糖更有益健康 事实：所有种类的糖对身体的影响都一样。 有人认为，世界上有不同种类的糖，这是一个误解。红糖、白糖、蜂蜜……最终成分都是同一种东西——葡萄糖。各种形式的糖都是可分解成葡萄糖被吸收的碳水化合物 误解2：糖会导致儿童过度活跃 事实：糖并不会引起亢奋。 多年来各种科学研究表明，事实上，吃糖和过度活跃不存在任何直接的联系。 误解3：糖和硬性毒品一样会让人上瘾 事实：并没有确凿的证据证明糖会让人上瘾。 误解4：吃太多糖会得糖尿病 事实：两种类型的糖尿病都是由基因和环境因素综合导致的，但是单单是多糖饮食并不会直接导致糖尿病。 误解5：相比糖，人工甜味剂对身体更好 事实：一些人工甜味剂对身体的危害跟糖不相上下。 研究显示，喝无糖汽水的人肥胖的可能性比不喝无糖汽水的人高一倍。人工甜味剂糖精比可卡因更容易让人上瘾。 误解6：糖导致蛀牙 事实：蛀牙实际上是由酸性食物和饮料导致的，酸性物质会腐蚀牙齿上的釉质。 误解7：你应该完全不吃糖 事实：人类需要葡萄糖才能生存。 糖对身体本质上不好是个误解。我们都需要糖，这是让人体运转的基本组成部分。糖是让我们存活的必需物质。 误解8：糖是各种身体问题的根源 事实：糖并不是肥胖和心脏病背后的唯一原因。 含糖食物热量都很高，而且通常是深加工食品。事情很简单：如果你摄入很多热量，体重自然会增加，然后变得不健康。,6,https://mandarinbean.com/8-myths-about-sugar-that-you-need-to-stop-believing/
中国最惊险的户外景点,China’s scariest outdoor attractions,湖南天门山的多个惊悚景点 一条玻璃栈桥还不够，湖南天门山有三条，最新的一条于2016年夏天开放。那些胆大的人可以在玻璃栈道上从1400米高空鸟瞰著名的通天大道。通天大道又叫盘山公路，全程有99个弯。 还有另外两条玻璃栈道横跨在山峰之上，其中一条曾是世界最长玻璃栈道，不过如今仍是世界最高栈道，高度为300米。 没玩够的肾上腺素上瘾者还可以尝试一下世界最长缆车索道，全程7公里，需乘坐30分钟才能到达。 目前世界最长的河北红崖谷玻璃吊桥 河北红崖谷景区的新景点是世界最长玻璃吊桥。 让长488米、垂直高度218米的玻璃吊桥更惊悚的是什么呢？那就是晃动的悬吊钢索。 这座连接该地区两座山峰的吊桥用1077块4厘米厚的玻璃嵌板铺成。 工作人员会巧妙地分布在吊桥上，帮助那些吓得脚软的游客站起来。 北京石林峡的世界最大玻璃观景台 石林峡观景台盘踞在396米高的峡谷之上，悬空跨度32.8米，比大峡谷玻璃栈道还要多出11米。 这一令人眩晕的景点位于石林峡的最高峰，石林峡是高耸在北京平谷区的一处森林般的岩石景观，，距离北京市中心100公里。 惊险：徒步登上陕西华山 陕西华阴的这五座山峰即使对于最具冒险精神的旅行者也是个考验。 在2090米高的陡峭岩壁上有狭窄的山路和生锈的金属栏杆，栏杆也可作为临时垂直走梯使用。 在登山者和令人眩晕的深渊之间只有细细的扶手链，上面挂着勇敢情侣们的爱情锁。 真正的登山乐趣始于2160米高的南峰。所谓的山路只不过是山腰上拴着的几块摇摇晃晃的木板。这些木板看上去随时都可能散架，最宽处也只有0.3米。 云南虎跳峡的“摇晃”天梯 这些近乎垂直的梯子搭在老木板上，这些木板有没有固定在峭壁上都不一定。而且上面也没有任何安全设备，170多级阶梯非常窄，一滴雨（或一滴冷汗）就可以轻易让你滑脱。 从深渊向上攀登时，需要舒适的鞋和冷静的头脑。峡谷最高处可达3790米，千万别往下看。,5,https://mandarinbean.com/chinas-scariest-outdoor-attractions/
赶快戒掉这11种坏习惯吧！,11 bad habits you should break,去年的工作和生活目标你实现了吗？让你效率低的可能是你根本没注意到的坏习惯。从今天开始，快改掉这些坏习惯吧！ 1.按掉闹钟 睡醒后，人体内分泌系统开始分泌清醒激素，唤醒身体。睡回笼觉会减慢这一过程。另外，9分钟的时间根本不够进入让人精神焕发的深度睡眠。 2.为了工作牺牲睡眠 晚上睡个好觉能提升工作效率，增加幸福感，让你做出更明智的决策，想出更好的点子。 3.手机放床头 睡个好觉的另一个关键因素是别受外在事物影响。比如智能手机、平板、和笔记本电脑的显示屏会发出蓝光，研究显示蓝光损害视力，抑制褪黑激素的生成。褪黑激素有助于调节睡眠周期。 4.不吃早饭 早餐开启了你一天的新陈代谢，补充了血糖水平，使你可以在一天中聚精会神，保持较高的工作效率。德法西奥说，当血糖水平很低时，人们很难集中注意力，更可能感到疲惫、易怒、没耐心。 5.把一天最重要的工作往后推 一天开始时，人们总先挑简单的事情去完成，让自己进入状态，并把难做的工作往后推。这不是个好主意，经常会导致更重要的工作做不完。 6.午餐吃垃圾食品 为了让身体充满能量，你吃的午餐要营养平衡。高脂肪、高糖午餐让人犯困，到下午3点你就精神萎靡了。所以在选择午餐时，要多吃蛋白质和健康油脂，控制碳水化合物摄入量。 7.分不清主次 有些人认为多设定目标是确保成功的最好办法，如果一个想法没实现，至少还有很多备用的去做。但不幸的是，这样摇摆不定最没效率。 8.不去锻炼 研究发现，清晨和下午的锻炼可以增加睡眠时长，提高睡眠质量。一项研究发现，锻炼身体可以让人多睡45分钟。睡得更香，效率更高。 9.同时做几件事 尽管很多人认为自己可以一心二用，但科学研究发现，仅有大约0.02的人能有效地同时做几件事。对其余的大多数来说，同时做几件事是个坏习惯，会降低我们注意力的持续时间，从长远来看导致效率降低。 10.完美主义 拖延症的根源通常不是懒惰，而是担心不能做好。克服拖延症的唯一途径是放弃完美主义的想法，做事不要纠结细节。假装这个任务没什么重要的，搞砸了也没关系能帮你尽快开始。 11.过度计划 很多有抱负和有条理的人通过精心规划每个小时来把效率最高。不幸的是，事情并不总按你的计划来。其实，你可以一天就规划四五个小时的工作，这样稍后你的时间就很灵活。,6,https://mandarinbean.com/11-bad-habits-you-should-break/
中国在线医疗的发展,China: Online healthcare on its way,最近，中国的一个政府会议决定，中国将把医疗机构开展的互联网医疗服务作为推动互联网+医疗推广的一部分。 医疗机构将被允许为患者对其医生的后续访问中的一些常见和慢性疾病提供在线诊断服务。将鼓励该国三级体系中最高的两级医院提供在线服务，包括咨询，预约和检查结果查询。加快医疗信息互联互通，加强医疗服务质量监督和信息安全。 近年来，主要城市的顶级医院门诊病人数量逐渐增加，医疗费用已经成为家庭的沉重负担，高端医疗资源仍未能满足市民日益增长的需求。这种互联网+医疗保健可以促进优质医疗资源的共享，也有利于促进经济社会全面发展。,6,https://mandarinbean.com/china-online-healthcare-on-its-way/
丝绸之路的礼物,The Gifts of The Silk Road,“丝绸之路”，是古代从中国经中亚通向欧洲的著名交通路线。 这个词的直接意义只是“买卖丝绸的道路”，实际上，丝绸仅仅是从中国流向中亚和欧洲的一种名贵产品。 那么在同一条路上，中亚、欧洲以及北非有哪些东西传到了中国和东亚地区呢？ 其实，不仅有乐器、多种金属、香料等，大量植物也传到了中国，大大丰富了中国人的餐桌。 比如，菠菜、胡萝卜、茄子、香菜、大蒜、黄瓜、莴苣、胡椒、豌豆、葡萄、石榴、西瓜等都是原产于西域、欧洲或者非洲地区的植物物种。 在两千多年里，它们陆续通过“丝绸之路”传到了中国。 当然，从中国传出去的东西也有很多，比如水稻、茶叶、丝绸、瓷器，还有“四大发明”等，都是中国人对世界文明的贡献。,5,https://mandarinbean.com/the-gifts-of-the-silk-road/
五个关于动物的误解,5 Myths about animals we need to stop getting wrong,动物世界总是充满了很多神奇的事实。但是有一些却是被我们夸大、误导了。下面是几个关于动物常见的误解，以及它们背后的真相。 误解一：狗和猫都是色盲 虽然科学家认为狗对颜色的辨别力只有人类的七分之一，但是猫和狗都可以辨别蓝色和绿色，而且在弱光环境下视力比人类更好。每种动物看到的颜色和人类都不同。 误解二：人类是从大猩猩进化来的 大猩猩和人类确实有很多相似之处，DNA大约有0.988是相同的，在600万-800万年前拥有同一个祖先，但是那以后很多事情都发生了变化。现代大猩猩进化成了猿猴家族的一个独立分支。 误解三：蝙蝠是瞎子 尽管很多蝙蝠用回声定位能力来导航，但所有的蝙蝠都能看得见。 误解四：长颈鹿每天只睡30分钟 长颈鹿通常在晚上睡觉，在下午小睡。总体而言，每头长颈鹿每天大约睡4.6个小时。 误解五：金鱼的记忆力不超过一秒 金鱼的记忆力其实相当好。它们对事物的记忆力可以长达几个月，而不像许多人所说的只有几秒。,6,https://mandarinbean.com/5-myths-about-animals-we-need-to-stop-getting-wrong/
中国推出第一个英语水平标准,China to roll out first scale for English proficiency,中国第一个英语水平标准将从6月1号开始实施。 这是第一个用于教学、学习和测试的综合系统，有助于统一各种不同的英语测试，加强国内外考试的相互联系。 这个标准根据英语水平分为9个等级，包括从小学到大学的所有教育阶段。 其中，1-2级为小学生，3级为初中生，4级为高中生，5-6级为非英语专业的大学生，7级为大学生，8-9级为主修英语和英语水平较高的人。 除了听说读写能力以外，这个量表还包括语用能力，比如翻译。这可以帮助学生的语言实践能力和文化交流能力。 这个标准并不是考试大纲，这些级别的要求对于学生不是强制性的。,6,https://mandarinbean.com/china-to-roll-out-first-scale-for-english-proficiency/
阿里巴巴的“双十一”,The “Double Eleven” of Alibaba,“‘双十一’就是商业的奥林匹克”，这是阿里巴巴集团首席执行官张勇对“双十一”成交额数据的总结。 今年“双十一”又刷新了去年的成交纪录。去年“双十一”全天成交额1207亿元。今年只用了13个小时就达到去年的全天成交额。11月11日23点30分，2017年的“双十一”物流订单达到7.77亿个。 大部分“剁手党”等到零点清空购物车，才去睡觉。单个买家的总额到达要求了才有优惠可享，所以三分钟内呈现的爆发式突破并不奇怪。 近几年阿里巴巴作为中国电商巨头也走在科技创新前端，正在推出刷脸支付，探索未来零售新模式。 通过“双十一”的狂欢和变革，阿里巴巴正逐步布局全球。“双十一”要走向国际，要把这个购物消费日打造成中外共同的节日。未来有一天，阿里巴巴将在全球市场与目前最大电商亚马逊竞争。,6,https://mandarinbean.com/the-double-eleven-of-alibaba/
2017年十大流行语,2017 Top 10 Chinese Buzzwords,2017年中国最受欢迎的十大网络流行语，你听过吗？ 1.戏精 最早是说表演、演戏很厉害的人。现在在网络上用，形容一些人喜欢过分表现自己，想赢得更多关注。 2.扎心了，老铁！ “老铁”是东北方言，意思是好朋友、铁哥们儿。“扎心了”是指心里受到了极大的刺激，出现很大的情感波动。 3.贫穷限制了我的想象力 网友经常用这句话来开玩笑，指有钱人的行为普通人无法想象。 4.皮皮虾，我们走！“×××，我们走”最开始是在游戏里，打游戏的人使用，后来网友经常使用，有很多相关的表情包。 5.你的良心不会痛吗？ 2017年上半年，有网友说：杜甫一生写了很多诗给李白，但李白只写了一首《赠汪伦》。于是很多网友说：“李白，你的良心不会痛吗？” 6.　惊不惊喜，意不意外？ 常常用来表示事情发生了意外的转折，或者一些比较戏剧化的事情，让人哭笑不得。 7.你有freestyle吗？ 2017年，中国很有名的明星吴亦凡参加一个Hip-Hop节目，问了很多次：“你有freestyle吗？”，之后这句话变得很流行。 8.　尬聊指不会聊天却强行聊天，这样的聊天非常尴尬，交流困难，网友们称为“尬聊”。 9．请开始你的表演 最早出现在电视节目里，后来也经常出现在网络上，有嘲笑讽刺的意思 10还有这种操作？ 最早是说一些让人惊讶的游戏操作方式。现在在网络聊天和讨论时使用，表示惊讶或者疑问。,6,https://mandarinbean.com/2017-top-10-chinese-buzzwords/
